,0
0,1.0
1,0.991761944642881
2,0.9848043845921028
3,0.977951970042252
4,0.9711841635587739
5,0.9644543150576149
6,0.957716752843159
7,0.9509484985979592
8,0.9440371103403045
9,0.9369791310007979
10,0.929718908740253
11,0.9222048084910323
12,0.9145066171157651
13,0.906441916779774
14,0.8981014315674944
15,0.8894264029293526
16,0.8803713437987537
17,0.870959090023506
18,0.8610986572940175
19,0.8507606038233129
20,0.8399580499021019
21,0.8286056838384489
22,0.8166775558052993
23,0.8041349547665294
24,0.7908751150456871
25,0.776929695431779
26,0.7621587136896645
27,0.7463925553531181
28,0.7296210323891988
29,0.7116132669332551
30,0.6923094922449531
31,0.6712938932383933
32,0.6485989006554208
33,0.623469138290824
34,0.5953945292205345
35,0.5633271372899776
36,0.5253008436865922
37,0.47668100057578666
38,0.390620305770781
39,0.3316173462606058
40,0.2992550476295192
41,0.2749176156230089
42,0.2547601181559446
43,0.2371764533766886
44,0.2213019866768907
45,0.20680705621475126
46,0.19327598555785855
47,0.18054008647436048
48,0.1684928396489562
49,0.15701115803747642
50,0.14594252134968594
51,0.13536148736389672
52,0.12508649224551713
53,0.11519416866869461
54,0.10543925142506273
55,0.09590857557770682
56,0.08656697238727314
57,0.07741622090703104
58,0.06838209077534152
59,0.05947362490725226
60,0.050671733938521
61,0.043829516893843325
62,0.038568186301102
63,0.034140338666918804
64,0.030277535546480154
65,0.026881142405838502
66,0.023808214251270016
67,0.021052301230999392
68,0.01856293550851505
69,0.016293008578941226
70,0.014216758254006869
71,0.012315143055918559
72,0.010566477536042108
73,0.008969775406734609
74,0.007523168481761453
75,0.006231482236549576
76,0.005082508243149056
77,0.0041301594106565665
78,0.0033355522041901855
79,0.002647904158859491
80,0.0020600871966297103
81,0.0015809250870938187
82,0.0011819113166960207
83,0.0008612268520221001
84,0.0006044349309199677
85,0.0003996438102858963
86,0.00025495208316298395
87,0.00015354481230333032
88,9.518950856190491e-05
89,6.230495369425449e-05
90,4.119599504808387e-05
91,2.7575895728659816e-05
92,1.833401990286181e-05
93,1.0842368166732939e-05
94,6.553720063160787e-06
95,3.0612118834829833e-06
96,1.4560033466806068e-06
97,5.265587177990067e-07
98,1.792631803432525e-07
99,1.0927381414903055e-07
