,0,1,2,3,4,5,6
0,4837.4814453125,6823.52294921875,3673.50463867187,4028.85131835938,1947.03979492187,118.304443359375,434.649658203125
1,6330.50439453125,481.217681884766,1859.26501464844,5610.96533203125,1454.43762207031,187.585021972656,21.0788059234619
2,7348.9677734375,2215.82202148437,10458.1943359375,2009.78332519531,4116.4736328125,538.145751953125,263.063140869141
3,10067.8857421875,293.211944580078,6363.6103515625,9536.458984375,4768.072265625,422.690307617188,934.632690429688
4,836.615417480469,319.790710449219,12132.85546875,10357.9296875,1098.95349121094,477.068939208984,3.36490631103516
5,5866.083984375,2422.49975585937,1656.33203125,3657.431640625,1634.61682128906,192.446716308594,43.1156158447266
6,3815.37329101563,1297.716796875,1776.93505859375,3848.44384765625,5618.94873046875,844.832641601563,184.950668334961
7,10334.6181640625,863.309997558594,11611.673828125,2529.57446289063,5329.62060546875,5053.5078125,113.096145629883
8,38.0669937133789,509.626525878906,1823.99182128906,1143.12585449219,1069.595703125,106.265190124512,52.6986083984375
9,6567.134765625,579.969299316406,13221.2255859375,1489.14624023437,432.118316650391,5329.81396484375,17.0188140869141
10,1285.58349609375,405.45654296875,10190.673828125,50152.28125,44559.6328125,4295.10498046875,577.20947265625
11,2927.86938476562,1155.43615722656,595.471557617188,4177.25341796875,3186.87939453125,182.061416625977,368.649200439453
12,4306.37255859375,855.904541015625,2307.16137695312,2599.49487304688,673.161804199219,986.043640136719,203.017044067383
13,387.822662353516,7448.05224609375,16776.16796875,13914.427734375,4322.26318359375,1146.19140625,494.319183349609
14,1501.66564941406,268.921813964844,310.328643798828,2099.17065429687,3938.435546875,999.218139648437,82.3684310913086
15,6634.33984375,1164.82177734375,331.318939208984,439.410949707031,5304.1650390625,249.867141723633,355.509490966797
16,2211.8173828125,230.672622680664,2921.11987304687,842.552185058594,6583.28369140625,119.107528686523,258.013916015625
17,2535.77124023437,489.050964355469,2399.39038085937,1893.97387695312,1727.99353027344,795.452819824219,276.80224609375
18,3773.33374023438,262.389495849609,5041.27978515625,2835.80419921875,6045.75634765625,1879.37829589844,199.76155090332
19,16867.240234375,3500.02563476562,13834.4345703125,5258.8134765625,749.625610351563,1043.46606445313,1567.85827636719
20,2750.63891601562,166.749847412109,2854.30737304687,2665.25903320312,3344.19018554687,405.872039794922,209.977661132812
21,3713.38427734375,96.9552001953125,3488.6962890625,1265.03991699219,2182.61938476562,569.668212890625,26.2680969238281
22,7290.5517578125,161.298034667969,832.800170898438,11711.3740234375,6525.3203125,522.761108398437,587.639099121094
23,11761.8896484375,219.54345703125,13226.18359375,3911.09619140625,5082.9345703125,16.9189453125,495.08056640625
24,1774.72106933594,134.852325439453,306.706298828125,55.4176025390625,2673.962890625,575.647155761719,62.5463600158691
25,3262.33129882812,293.470062255859,1882.15686035156,1846.77624511719,512.075317382813,464.716400146484,216.719772338867
26,4337.95654296875,465.029357910156,95.1986465454102,7567.0888671875,4080.03759765625,107.76700592041,182.909759521484
27,8323.6044921875,637.324340820313,3781.26416015625,7319.31689453125,3271.48046875,255.712661743164,112.892402648926
28,11972.38671875,1262.79626464844,3586.88037109375,11252.435546875,5126.189453125,775.193725585938,221.270065307617
29,12150.92578125,884.180603027344,5653.115234375,13960.74609375,17214.0234375,3118.18188476562,1010.53240966797
30,212.0849609375,2684.8876953125,9529.7119140625,26336.71875,22118.26171875,2830.56640625,7.8857421875
31,11777.599609375,3228.69873046875,15147.693359375,2022.216796875,2304.60205078125,467.28515625,43.505859375
32,4531.0546875,5754.2724609375,14537.59765625,3393.65234375,7217.7734375,47.314453125,380.8349609375
33,5793.95751953125,3599.89013671875,10115.490234375,10987.744140625,12295.177734375,2025.29296875,3.7841796875
34,3251.220703125,1989.6240234375,6821.4111328125,39784.421875,33961.671875,2949.0966796875,688.8427734375
35,3483.837890625,11008.49609375,25675.146484375,18374.1953125,7614.7216796875,788.1591796875,364.8193359375
36,4186.669921875,4323.779296875,14182.470703125,11944.3359375,6974.560546875,1016.89453125,314.6484375
37,1387.353515625,2905.62744140625,5625.54931640625,14197.814453125,14903.576171875,2773.095703125,734.765625
38,19762.890625,2807.421875,23217.96875,5226.171875,5379.6875,487.5,313.671875
39,13196.77734375,9854.736328125,16951.025390625,12387.3046875,6572.021484375,109.86328125,175.341796875
40,1542.05139160156,37.8786735534668,380.910766601562,12420.6640625,12142.76953125,1770.73937988281,87.7935562133789
,,,,,,,
mean,5730.20577649372,2051.33979825276,7248.22487230999,8464.74838926734,6977.04222665182,1147.43412445813,309.583126858967
SD,4651.08361018092,2665.53518660606,6631.1439290882,10191.4152632012,8800.72150030781,1360.51788624007,320.794580404615
