,0
0,1.0
1,0.9855971263676155
2,0.9752815918224614
3,0.9660428806049067
4,0.9572088151443295
5,0.9486472330442289
6,0.9402182058590215
7,0.9318728635950786
8,0.9234282825051284
9,0.9149086620749497
10,0.9063263884404811
11,0.8976116994532143
12,0.8887610551787586
13,0.8795513641543504
14,0.8701759605872922
15,0.86048541417936
16,0.8505507591294079
17,0.8401480578794712
18,0.8294825946412435
19,0.8183849991821661
20,0.806937764330608
21,0.794919325084221
22,0.7823666392303095
23,0.769172539071339
24,0.7554431950173727
25,0.740954066195139
26,0.7257026143190337
27,0.7094907200917965
28,0.6923264795687141
29,0.6740205818560066
30,0.6544126083211201
31,0.6332053207769627
32,0.6102020486098964
33,0.5850262859972511
34,0.5569208860397339
35,0.5249202520382114
36,0.4875110264231519
37,0.44077886459304066
38,0.3695217679913451
39,0.2841217179850834
40,0.25213724156705347
41,0.22960912145492507
42,0.21149102961871682
43,0.19584172000972236
44,0.18200194199637668
45,0.1693374176577824
46,0.1577203373720006
47,0.14682547857121722
48,0.13655408262843038
49,0.12687154177848886
50,0.11754752295773203
51,0.10862536991878254
52,0.09995862478163184
53,0.09168390666202801
54,0.08360990445788313
55,0.0756712636297069
56,0.06792672559982393
57,0.06033088975563282
58,0.05284764644939725
59,0.045437357456582346
60,0.03814970372562728
61,0.031589452290862075
62,0.027226737087092747
63,0.02377126745243625
64,0.020876203782901896
65,0.018374211989661177
66,0.016177037407121644
67,0.014213059103207254
68,0.012425877310040339
69,0.010819926301426277
70,0.009349950589239597
71,0.008046926399579317
72,0.0068346357126379525
73,0.0057629040703631755
74,0.00479107419605276
75,0.003956549122316263
76,0.0032169723037840433
77,0.0025831182317300016
78,0.002074299808266848
79,0.0016446928376553397
80,0.0012984475884522686
81,0.001010365026448243
82,0.0007767093842320298
83,0.0005906052915079494
84,0.0004323963213631409
85,0.0003136210036201391
86,0.0002153687075361831
87,0.00013804659003720344
88,8.765503449334263e-05
89,5.581609501105715e-05
90,3.613668157346937e-05
91,2.2936924313221315e-05
92,1.3119781461993137e-05
93,8.608296747208841e-06
94,5.483548792232418e-06
95,3.429327634654417e-06
96,2.432664609287025e-06
97,1.3162371587674077e-06
98,6.408780591744112e-07
99,4.1970649429613996e-07
