,0
0,0.9449665619105827
1,0.1689140929318056
2,0.1449191862853562
3,0.1306226168100427
4,0.12026629288022112
5,0.11207598983878042
6,0.10527120012699104
7,0.0994316668408673
8,0.09429379043782629
9,0.08969161277864038
10,0.08550665091450621
11,0.08166530119573198
12,0.07809621395497787
13,0.07477226081054385
14,0.07164344627682756
15,0.06868729749467314
16,0.06587921301039254
17,0.0631960145220524
18,0.06062817509944846
19,0.05815369349609061
20,0.05576184741789248
21,0.053455412024404944
22,0.05121470588009532
23,0.049031474150535534
24,0.046904155166774264
25,0.04482100767696776
26,0.042780268710197474
27,0.04077001892757125
28,0.03878313003153336
29,0.03681081374425713
30,0.034857004767329225
31,0.03291276310820405
32,0.03096168924395631
33,0.029001949082424
34,0.0270165209544868
35,0.024975848475062266
36,0.022842825821987014
37,0.02052581536288305
38,0.017504179702571978
39,0.01509915416060788
40,0.013529132222529591
41,0.012257976207609584
42,0.011164188947210588
43,0.010194678523963907
44,0.009322549449279904
45,0.008533051257339738
46,0.007803713070887436
47,0.007130014176321466
48,0.006505042217989884
49,0.005921261995553788
50,0.0053802904070968305
51,0.004874886462192346
52,0.004401279178947755
53,0.003955463787949667
54,0.00354039758761845
55,0.003150139861490305
56,0.0027843227960657694
57,0.0024428234659930373
58,0.002123408095496593
59,0.0018261703634180311
60,0.00154858450998024
61,0.0013180888710804738
62,0.0011341893672268757
63,0.0009788134974348017
64,0.0008458036928659123
65,0.0007308221217344242
66,0.0006299047990313095
67,0.000541038114977532
68,0.0004620355316657834
69,0.0003935212740632379
70,0.0003330670912718477
71,0.00027972060757836117
72,0.00023383198106053098
73,0.00019353799299961992
74,0.00015892695194274782
75,0.00012956286179648552
76,0.0001046566992388806
77,8.342168739712112e-05
78,6.677685428535258e-05
79,5.279067086925485e-05
80,4.147097677271565e-05
81,3.217160149400049e-05
82,2.4496112870088483e-05
83,1.799374152117308e-05
84,1.2807001312591814e-05
85,8.682248141290407e-06
86,5.8527040580679015e-06
87,3.833581008454596e-06
88,2.4455136412609314e-06
89,1.6314502844823703e-06
90,9.98092539262183e-07
91,6.884264647125037e-07
92,4.5105757178090444e-07
93,2.958587488387266e-07
94,1.7775848998719927e-07
95,1.023887299064571e-07
96,6.321159955360799e-08
97,3.3054790167891664e-08
98,1.5012818305588485e-08
99,2.995178175940343e-09
