,0
0,0.928195953369141
1,0.891947269439697
2,0.821881413459778
3,0.922426581382751
4,0.915851593017578
5,0.925367951393127
6,0.911389708518982
7,0.909000992774963
8,0.927071213722229
9,0.904833555221558
10,0.904906272888184
11,0.849399566650391
12,0.918452501296997
13,0.887137293815613
14,0.875826120376587
15,0.905845761299133
16,0.897428274154663
17,0.886186957359314
18,0.909188866615295
19,0.891314506530762
20,0.891404986381531
21,0.883798837661743
22,0.863381266593933
23,0.938444018363952
24,0.873139262199402
25,0.884724617004395
26,0.878838777542114
27,0.870050311088562
28,0.844988822937012
29,0.875221610069275
30,0.922655582427978
31,0.928610920906067
32,0.931647777557373
33,0.935143232345581
34,0.93006157875061
35,0.941818594932556
36,0.933893322944641
37,0.932323336601257
38,0.93169891834259
39,0.938334941864014
40,0.919703960418701
,
mean,0.903257000737074
SD,0.028866341577689
