,0
0,0.9999978992997146
1,0.9909429739161235
2,0.9833496765392583
3,0.9761772591893266
4,0.969102243097817
5,0.9620356937734093
6,0.9549018958719765
7,0.9477806614666451
8,0.9404685322831317
9,0.9329895755139793
10,0.925322166303309
11,0.9174495019563814
12,0.9092716400216265
13,0.9008504675655831
14,0.8920582256666044
15,0.8828697131901253
16,0.8734122950856279
17,0.8635491467103725
18,0.8532770581361724
19,0.8425410578890544
20,0.8312159064339428
21,0.8194041819107242
22,0.8069271023680524
23,0.7939420662275175
24,0.7801223150113734
25,0.7655509390482088
26,0.750085727470677
27,0.7336396226068822
28,0.7160896048313234
29,0.6971644366659769
30,0.6766827055593816
31,0.6545321570663918
32,0.6302781839196275
33,0.6032062209234005
34,0.5725947502182751
35,0.537011073129933
36,0.49375551648256255
37,0.4340521460626183
38,0.3382281424795709
39,0.29580120996731085
40,0.26791301260634165
41,0.24595595932588343
42,0.22745495743867827
43,0.21122819585044209
44,0.19667417574219587
45,0.18338900204838776
46,0.1709632348360085
47,0.1593040736710153
48,0.1482006649418575
49,0.1377107279329765
50,0.12759353211376726
51,0.11781181803927189
52,0.10841939407514363
53,0.0992304595505319
54,0.09029901772737503
55,0.08154370617575762
56,0.07289071367462961
57,0.0643533724473744
58,0.05586273227704734
59,0.04750623072429401
60,0.040364883249489274
61,0.03541086545986373
62,0.03135669985558928
63,0.027810260051543394
64,0.024646684413821233
65,0.021818708548912914
66,0.019249780501079995
67,0.01687701084514762
68,0.014754051476058254
69,0.012815523032303445
70,0.011041807144221554
71,0.009406585324407987
72,0.007933327828806529
73,0.006596936465229657
74,0.005423819105333944
75,0.004395346833384459
76,0.0035504733646010253
77,0.0028659734186764645
78,0.0022984674689679394
79,0.0018240897822645976
80,0.0014175350347059288
81,0.0010936034803352213
82,0.0008249385735591826
83,0.0006154236125439638
84,0.00044589064227915423
85,0.00031063988322651913
86,0.00021389718088956703
87,0.0001482924876321837
88,0.00010150534952605617
89,6.958656263122975e-05
90,4.577851452112798e-05
91,3.377104914717365e-05
92,2.0911446482364782e-05
93,1.320905818008724e-05
94,8.202438249743243e-06
95,4.689123149391224e-06
96,2.605575318517456e-06
97,9.340476314785674e-07
98,5.240565259577479e-07
99,2.4370828901826424e-07
