,0,1,2,3,4,5,6
0,7508.6484375,6089.8623046875,9443.5546875,6776.2880859375,833.7646484375,295.111083984375,119.6044921875
1,2012.45397949219,714.55517578125,1618.98291015625,2710.34228515625,3333.06567382812,354.091247558594,655.730590820312
2,20695.529296875,2410.93408203125,13700.86328125,557.88232421875,4020.18115234375,116.029144287109,110.360862731934
3,6395.037109375,3004.08666992187,2213.70288085937,6747.33154296875,6203.01953125,565.996459960938,66.9390563964844
4,5673.97998046875,272.183532714844,13613.6630859375,10183.7021484375,1799.10327148438,1017.82183837891,300.722930908203
5,4313.29248046875,2585.04858398437,847.520812988281,6941.771484375,4515.81005859375,223.91796875,373.721130371094
6,472.787811279297,1130.83251953125,2265.03344726562,5522.4921875,4439.4287109375,1138.7939453125,717.143188476563
7,5567.9404296875,126.069770812988,7366.4794921875,1379.15246582031,917.742797851563,5072.96826171875,851.464477539063
8,1445.05786132813,483.339233398438,3541.09838867187,3737.01318359375,1647.91650390625,24.1793613433838,466.103698730469
9,1645.77258300781,190.929824829102,8857.7607421875,1094.25659179688,4132.64697265625,4700.3837890625,717.71533203125
10,534.48486328125,60.6689453125,17804.626953125,42803.22265625,28920.71484375,3652.099609375,325.13427734375
11,27.258918762207,705.211364746094,1216.19030761719,6094.22900390625,8143.77783203125,66.4876174926758,221.893630981445
12,2741.96313476562,69.5901870727539,4674.0498046875,4968.5751953125,6280.92578125,586.585021972656,36.4389572143555
13,8584.1865234375,7030.0595703125,14209.6787109375,13121.763671875,13985.08203125,375.961090087891,165.288787841797
14,565.893371582031,128.005004882813,492.874908447266,1078.35864257813,1138.02014160156,879.227355957031,8.1255350112915
15,2868.87890625,226.901412963867,4168.7392578125,1103.57983398438,1680.47900390625,69.8158187866211,880.046752929687
16,318.981903076172,922.376220703125,93.9660949707031,4270.900390625,3893.150390625,785.669677734375,653.991455078125
17,711.098876953125,182.851104736328,2281.294921875,5090.13037109375,6390.3935546875,630.987854003906,178.204071044922
18,5279.3740234375,599.014709472656,3304.97387695313,246.732513427734,511.821502685547,816.322875976563,293.973419189453
19,11805.73828125,1318.42626953125,14067.3798828125,6020.67138671875,7332.44970703125,611.347717285156,979.911437988281
20,203.033828735352,837.563415527344,1669.16101074219,2149.361328125,1567.05725097656,540.347717285156,88.0204467773438
21,903.938171386719,837.986083984375,1804.38146972656,246.108383178711,248.814117431641,381.845672607422,316.682739257813
22,2629.6513671875,1693.7041015625,952.988891601563,11209.541015625,6929.8359375,247.253890991211,749.385620117188
23,14158.740234375,1384.130859375,15513.8671875,1616.56494140625,2707.43408203125,351.26953125,1297.119140625
24,1492.7109375,370.186187744141,1286.06176757813,376.466278076172,1066.51306152344,848.406982421875,321.897338867188
25,356.023773193359,547.01220703125,928.101867675781,2372.49365234375,449.410705566406,458.838104248047,366.893035888672
26,217.807022094727,991.697143554688,2305.49194335937,9301.7900390625,6115.7109375,437.753326416016,331.055969238281
27,4947.81884765625,295.363891601562,2386.27270507813,7401.01904296875,4541.33056640625,261.395172119141,258.617034912109
28,5949.88916015625,251.661010742187,2035.29528808594,10206.8671875,7127.35107421875,225.611618041992,357.804748535156
29,4774.857421875,845.823791503906,443.077423095703,12231.3056640625,17328.810546875,438.282806396484,1404.53564453125
30,1773.046875,1639.404296875,3717.08984375,15679.7607421875,13999.6826171875,2162.7685546875,7.8857421875
31,13893.6767578125,48.33984375,15084.4482421875,4034.765625,5842.27294921875,561.95068359375,6.4453125
32,3947.0458984375,3385.7666015625,12659.3994140625,5752.4169921875,10799.755859375,20.41015625,299.658203125
33,4436.572265625,2242.5048828125,6131.884765625,8409.58203125,10273.669921875,1354.35791015625,37.46337890625
34,5316.2841796875,2674.4384765625,512.3291015625,24743.7734375,22830.322265625,1921.5087890625,680.7861328125
35,6167.48046875,8174.609375,25374.2421875,16658.421875,5378.90625,376.85546875,624.21875
36,2721.09375,2880.615234375,11517.626953125,13013.96484375,7301.513671875,527.783203125,324.31640625
37,299.30419921875,1603.271484375,1749.49951171875,11692.19921875,13218.93359375,2262.3046875,888.6474609375
38,16754.296875,1017.578125,20419.140625,4270.703125,1750,101.953125,24.609375
39,12907.6171875,4392.7734375,9879.345703125,17526.26953125,10610.15625,299.70703125,205.224609375
40,3953.54223632813,985.199462890625,6877.98828125,15256.6083984375,17992.015625,904.132019042969,107.97191619873
,,,,,,,
mean,4804.21439584872,1593.91649757943,6561.71045442907,7917.03364190823,6785.34125351324,894.354492420104,410.286660752645
SD,4973.82245170548,1893.2299149565,6472.72972269924,7955.21092447788,6389.11546379939,1158.19928475107,353.075080258943
