,0
0,0.937049397608129
1,0.15771933899420063
2,0.1332443118458841
3,0.11925388254770418
4,0.10934325452984833
5,0.1016347534591105
6,0.09528388128411479
7,0.08985787230293925
8,0.08510450373699026
9,0.08086217403775309
10,0.0770112123431229
11,0.07348928836787619
12,0.07022752367505213
13,0.0671847758860123
14,0.0643267974984355
15,0.06162586726429986
16,0.05905624706207252
17,0.05660983070549441
18,0.05426573012841911
19,0.05200646440612107
20,0.04982670855413123
21,0.0477110292399075
22,0.04565011964338582
23,0.04364435111240643
24,0.04168261537646375
25,0.03975259562636294
26,0.037852646283260204
27,0.035975783881617755
28,0.03410901715297524
29,0.03225636068822407
30,0.03041730605338405
31,0.02857404617910705
32,0.026715954606671158
33,0.02483320261192758
34,0.022898253644021545
35,0.02088509624960219
36,0.018725566565990448
37,0.016225996472668355
38,0.013050759461049626
39,0.011374981085792548
40,0.01017597020694577
41,0.009198425712472782
42,0.008363705855317233
43,0.007633129958199655
44,0.006977784515517514
45,0.006384065025486052
46,0.005839542607867681
47,0.005338111852590994
48,0.0048722740200280055
49,0.004441118996488158
50,0.004038696647224176
51,0.0036597225698642433
52,0.0033049431981564295
53,0.002972098193756055
54,0.002659342396527347
55,0.0023644626596317875
56,0.0020861813951874287
57,0.0018250986837168655
58,0.001581155659883601
59,0.0013521116779884323
60,0.001158688387233003
61,0.0010085479083411374
62,0.0008816435735597468
63,0.0007706439391768072
64,0.0006735544448907249
65,0.0005860895138672587
66,0.0005095074029224812
67,0.00044024258173388863
68,0.00037917904955975246
69,0.0003240528837811392
70,0.0002748193292729145
71,0.00023096770003509692
72,0.00019179412688239742
73,0.00015781558785442384
74,0.00012846542336973936
75,0.00010297620868120093
76,8.2541535639726e-05
77,6.570818053765701e-05
78,5.224902840088206e-05
79,4.1454765430333326e-05
80,3.244095973975729e-05
81,2.49761012517039e-05
82,1.9048757049337682e-05
83,1.3818567987439055e-05
84,9.94891522158768e-06
85,7.134580003036895e-06
86,5.002114407278252e-06
87,3.4096210417440646e-06
88,2.4360423027723657e-06
89,1.6830750899860105e-06
90,1.131723118211395e-06
91,6.833033586972084e-07
92,4.1207487295584386e-07
93,2.3159128659244743e-07
94,1.3987343619391606e-07
95,1.003501918093229e-07
96,4.579514826972871e-08
97,1.805554669461832e-08
98,6.030942552947303e-09
99,3.0154712764736513e-09
