,0
0,0.96976109628911
1,0.93887109832084
2,0.814887244246862
3,0.928755699057323
4,0.86925779514146
5,0.941535362422867
6,0.972208475319203
7,0.95268311835283
8,0.967197436667109
9,0.951092201336498
10,0.883540540735556
11,0.968562621230291
12,0.970516176451625
13,0.933750068056841
14,0.982268479756715
15,0.968156657341825
16,0.987629789258627
17,0.970824586242249
18,0.889913933734601
19,0.979230372224426
20,0.981654999890281
21,0.980540910535451
22,0.983269851698615
23,0.967803847338997
24,0.982227521002578
25,0.984216222716614
26,0.960940062415364
27,0.97719923747038
28,0.984551055681414
29,0.97815381799819
30,0.963993391047458
31,0.901241307405549
32,0.937097123666107
33,0.962174344484249
34,0.96264814515427
35,0.906340905116915
36,0.937590591891932
37,0.955749499612312
38,0.901168780990405
39,0.930186148098052
40,0.980850883152174
,
mean,0.950249790233028
SD,0.037756605280423
