,0
0,0.957519077673191
1,0.14023673243638946
2,0.11916282518607814
3,0.10689461830912567
4,0.09815378087322886
5,0.09131059459433323
6,0.08566612059750207
7,0.08082783503866778
8,0.07658566743498896
9,0.07278045348641349
10,0.06933210463058657
11,0.06616015459706144
12,0.06321833400828082
13,0.060469794109827134
14,0.057895395132463154
15,0.05545463163133075
16,0.05313585062579411
17,0.05092100549216678
18,0.04879861020642083
19,0.04676128742171497
20,0.04478852214609704
21,0.042882374601393214
22,0.041026489491142876
23,0.039213956492703136
24,0.037441483040044944
25,0.035704939058277665
26,0.033999584524369825
27,0.03231579728606271
28,0.030647249710632533
29,0.02899719774723053
30,0.027352403554065926
31,0.025708641493465842
32,0.024056728974711603
33,0.022385911152857107
34,0.02068394227180539
35,0.01891894849789579
36,0.017053319163983914
37,0.015005044798116858
38,0.012445824981735246
39,0.009793296217827535
40,0.00859124947157575
41,0.007707853977591163
42,0.006979413347591351
43,0.006354018679547419
44,0.0058009357095082726
45,0.005303538427120302
46,0.004850447061471641
47,0.004437192189847914
48,0.004053180659666839
49,0.003697324196365094
50,0.003366111280828169
51,0.003056391162184499
52,0.00276642836056786
53,0.0024938036023252983
54,0.0022378779930721333
55,0.001994276411473615
56,0.0017660662365747933
57,0.001550332925611789
58,0.0013476342165831294
59,0.0011557625843035967
60,0.0009762992381072808
61,0.0008177016847539785
62,0.000700564654746303
63,0.0006028941360255419
64,0.000520311476110492
65,0.0004482573959848662
66,0.0003852753332289356
67,0.0003305335302262925
68,0.0002822859800422831
69,0.00023917515211839446
70,0.0002017115961191338
71,0.00016919584806334857
72,0.000140229851262475
73,0.00011504246222324494
74,9.367773740139943e-05
75,7.500570178508053e-05
76,5.930170993629074e-05
77,4.6606016967444235e-05
78,3.668676553494018e-05
79,2.8321953668249234e-05
80,2.1830351298104887e-05
81,1.635174694054446e-05
82,1.2158873009478311e-05
83,8.936223972832189e-06
84,6.3257350967105815e-06
85,4.3128461927414345e-06
86,2.8339155923825873e-06
87,1.7712737643228693e-06
88,1.0765174348479398e-06
89,7.168049877020344e-07
90,4.918327026948978e-07
91,3.4173644345761516e-07
92,2.2772911872779354e-07
93,1.2598561534936957e-07
94,6.880551569149868e-08
95,3.890772547503907e-08
96,2.09704508717284e-08
97,8.988975287693171e-09
98,5.990737965320721e-09
99,2.9982373223724498e-09
