,0
0,0.9326955050956912
1,0.15377076678886648
2,0.1300874039894197
3,0.11624828835086125
4,0.10637815332994228
5,0.0987010059378496
6,0.09240789557012116
7,0.08706422050188227
8,0.08240889676096963
9,0.07826149718063634
10,0.07450437400399185
11,0.07106814715193539
12,0.06789377304475482
13,0.06493927274898785
14,0.062166909982518455
15,0.059552893496868084
16,0.057072639374471296
17,0.054711066277288806
18,0.05244906614648133
19,0.05027384183755735
20,0.04817687679173016
21,0.04614723982607446
22,0.04418088432128837
23,0.04226440545625803
24,0.040392593775944015
25,0.03856491047616412
26,0.03677357833196477
27,0.03501006465677808
28,0.03326747352938827
29,0.03154460059070006
30,0.029842831966717068
31,0.02814201692618975
32,0.026438451099504785
33,0.024727532208511014
34,0.02298617989915173
35,0.02120621849941771
36,0.01934936874341674
37,0.017362654163706595
38,0.015096620542974008
39,0.01201289287972741
40,0.010335186121576443
41,0.009204545154849567
42,0.008303301687147923
43,0.0075373156791234885
44,0.006869455407623474
45,0.006271410228048519
46,0.005729571427786496
47,0.005235462145675428
48,0.004779527784416043
49,0.00435952173841254
50,0.003970818903592483
51,0.003607730151199531
52,0.003268708169698806
53,0.0029497609541910452
54,0.002652449194035243
55,0.0023735370501171706
56,0.0021100437691685086
57,0.0018630580750873267
58,0.0016308858480997292
59,0.0014120673408686388
60,0.001206846910574269
61,0.0010161569537935641
62,0.0008616589588999021
63,0.0007446607214216961
64,0.0006476532937263184
65,0.0005626610532422868
66,0.0004890829778316136
67,0.0004242807044647634
68,0.0003660014253244565
69,0.00031571249715719806
70,0.00027057907914795356
71,0.00022971296121107937
72,0.0001936882703952639
73,0.0001625269336417238
74,0.0001353795694562794
75,0.00011086752402195821
76,8.984609378718987e-05
77,7.144080872444092e-05
78,5.635810934907612e-05
79,4.4937041940190795e-05
80,3.56064749084686e-05
81,2.760506628913102e-05
82,2.127001492936404e-05
83,1.6137666389057835e-05
84,1.1835073609091058e-05
85,8.499535323103484e-06
86,5.977019297319668e-06
87,4.070671392549607e-06
88,2.689706965813967e-06
89,1.6972177977605476e-06
90,1.0273524468430413e-06
91,7.024642575593467e-07
92,4.228778562225959e-07
93,2.5177611704992427e-07
94,1.589322460088114e-07
95,7.780679064725097e-08
96,3.889387162472281e-08
97,1.794151047783444e-08
98,5.945794924162151e-09
99,0.0
