,1,2,3,4,5,6
0,1.357,1.973,1.226,1.13,2.365,2.087
1,1.197,3.01,1.233,1.115,3.086,2.13
2,2.575,2.927,1.238,1.123,3.183,2.084
,,,,,,
mean,1.70966666666667,2.63666666666667,1.23233333333333,1.12266666666667,2.878,2.10033333333333
SD,0.753658631830973,0.576248499636514,0.006027713773342,0.007505553499465,0.446910505582493,0.025735837529277
