,0
0,0.9251739833413101
1,0.16014544429575525
2,0.13496218676247249
3,0.12055737179953878
4,0.1103737786775682
5,0.10245340771791411
6,0.09594140129118431
7,0.09038327370838421
8,0.08551161336462672
9,0.08117931981275721
10,0.07725161550248541
11,0.07365938366913213
12,0.07033279192883794
13,0.06723451859703879
14,0.06432487597552741
15,0.061575160975136406
16,0.05897153941232983
17,0.05648885767270879
18,0.05411217643356905
19,0.051828436462617505
20,0.049624473674268255
21,0.047498688238059604
22,0.04543296733825672
23,0.043421272960741344
24,0.041456576981922476
25,0.039536441926185675
26,0.037655296667319975
27,0.035797129089875916
28,0.03396230354541686
29,0.03214780345740842
30,0.030348811525760626
31,0.028553944489941363
32,0.026754451415887694
33,0.024939077497437234
34,0.023098247307466298
35,0.02120455679279275
36,0.01921393129429439
37,0.0170448518971481
38,0.014327772779435647
39,0.011679512459966467
40,0.010253099224916318
41,0.009170194854959846
42,0.008269855383465566
43,0.007494887848180242
44,0.006811671822172839
45,0.006201843004219416
46,0.00565117480028875
47,0.0051478227095042425
48,0.004688078784610986
49,0.00426180700760153
50,0.0038693059156308086
51,0.00350411025318885
52,0.0031625264829660696
53,0.002842593428440301
54,0.0025447468193838508
55,0.002265793428949376
56,0.002003765219209216
57,0.0017568617335111812
58,0.0015270686829065132
59,0.0013110747918622886
60,0.0011101487176436021
61,0.0009369165157450636
62,0.0008054073284544823
63,0.0006973989502734096
64,0.0006042876970817949
65,0.0005233287912432854
66,0.0004522368550036534
67,0.0003899776546437884
68,0.0003346804939011657
69,0.00028519751969902356
70,0.00024122097961591817
71,0.00020213241907363338
72,0.0001679439381893267
73,0.00013843233108030002
74,0.00011239775657730473
75,8.99448548075381e-05
76,7.12413085105853e-05
77,5.6397269845103614e-05
78,4.474660536787979e-05
79,3.514181783363555e-05
80,2.718166145524908e-05
81,2.0563547415454972e-05
82,1.541201228964682e-05
83,1.1451363858635354e-05
84,8.29450341551065e-06
85,5.756734794442487e-06
86,3.9402974850207365e-06
87,2.5550510889477265e-06
88,1.5876126273790915e-06
89,1.0006210849602078e-06
90,6.565310099365267e-07
91,4.463366592961215e-07
92,2.583318155163907e-07
93,1.5269814022436859e-07
94,8.167897335181074e-08
95,3.8784086186529836e-08
96,2.2735568311473775e-08
97,1.9384293844867475e-08
98,1.3061060352500624e-08
99,9.709786579106748e-09
