,0
0,0.968096926713948
1,0.969753718727809
2,0.815594416488376
3,0.944397214207041
4,0.875261941379093
5,0.95049162743579
6,0.982196684250188
7,0.97025650238025
8,0.967685282753776
9,0.957785364213575
10,0.97301775480984
11,0.964459508534076
12,0.973173751547668
13,0.932158187341428
14,0.983608489986787
15,0.926051962452444
16,0.977981336663647
17,0.968830740993482
18,0.888623534520191
19,0.977607581877634
20,0.976424996719836
21,0.977209506176152
22,0.98222803729118
23,0.971837795370762
24,0.982158851037208
25,0.970579700331782
26,0.964254797287549
27,0.95132958296141
28,0.954592477779488
29,0.95062747061159
30,0.980275566637895
31,0.93628614613391
32,0.961015454897613
33,0.972312890329386
34,0.979155715281875
35,0.906095731482587
36,0.956085891255484
37,0.973302731158759
38,0.923367614111804
39,0.941371669281146
40,0.988186946500061
,
mean,0.955261758534501
SD,0.033915765842811
