,0
0,0.999531448540832
1,0.998939345128337
2,0.976988868516368
3,0.99833030228577
4,0.993243816227308
5,0.998741940969372
6,0.999592626157748
7,0.999110451887208
8,0.999396088138658
9,0.999100637641931
10,0.996951318745932
11,0.998890796721007
12,0.999272772236246
13,0.997202279766522
14,0.999613617232671
15,0.999378447491897
16,0.99977228702964
17,0.999481304902938
18,0.997037070992571
19,0.998451343881012
20,0.999004555928575
21,0.999386998883031
22,0.99916808678179
23,0.999675777897401
24,0.999087846973612
25,0.998765350561103
26,0.998216531228739
27,0.997974858237942
28,0.998025719917319
29,0.99699604247686
30,0.999545078934563
31,0.998599924498546
32,0.999262129379182
33,0.999496756899235
34,0.999431511756797
35,0.998251719255034
36,0.999056353775183
37,0.99950531102862
38,0.998135690814858
39,0.999248370240066
40,0.99978589631115
,
mean,0.998186518933502
SD,0.003589468932694
