,0
0,0.9999995188015264
1,0.9892026142376226
2,0.9810308814048767
3,0.9733391505915944
4,0.9658548948241443
5,0.958454973813964
6,0.9511882808150315
7,0.9438059620740937
8,0.9363022403019231
9,0.9286614743674674
10,0.920695614524004
11,0.9125847918231312
12,0.904202567368019
13,0.8954949378967285
14,0.8865063204997923
15,0.8770888258771199
16,0.8673126377710482
17,0.8570554532655855
18,0.8463679479389656
19,0.8351753165082234
20,0.8233747598601551
21,0.8110227308622221
22,0.7980581754591407
23,0.7843581118234774
24,0.7698899929116412
25,0.7544199155598152
26,0.7379128046152068
27,0.7204498139823355
28,0.7016471057403378
29,0.6813014309580733
30,0.6591842552510704
31,0.6348123107014633
32,0.6078987405067537
33,0.5773147257362924
34,0.5421277691678303
35,0.4995995214799555
36,0.44307398141884224
37,0.34339559005527964
38,0.2921597016293828
39,0.26136473475432975
40,0.2381046112717652
41,0.21881986990934466
42,0.20214370311033436
43,0.18723718295010125
44,0.17374229503840935
45,0.16118484626456006
46,0.14946512078366628
47,0.1384116487532127
48,0.12790310210207614
49,0.11778714189805635
50,0.1081238869668507
51,0.09878355846172426
52,0.08964426115882106
53,0.08071278944248106
54,0.07198976875260109
55,0.06339124649217943
56,0.05497586113832346
57,0.04669890252918732
58,0.03843229990906832
59,0.03224014208038769
60,0.02780130814488341
61,0.024199867325766785
62,0.021178235413461196
63,0.018532365055118755
64,0.016187609491370072
65,0.014101735901132954
66,0.012213404633945263
67,0.010531131709108084
68,0.00900883707445024
69,0.007650603618325166
70,0.006452174343327742
71,0.005367936330802012
72,0.004400035053372338
73,0.0035674118106083083
74,0.002867554167495677
75,0.0022994214195045416
76,0.001833987955739381
77,0.0014570357872310902
78,0.0011396226462061238
79,0.0008825315729309961
80,0.0006742396493813785
81,0.0005045206340893368
82,0.00037257155822882805
83,0.00027179918266128657
84,0.00019507627095618972
85,0.00014007052399525802
86,0.0001013040877651514
87,7.513790060551312e-05
88,5.553176881066309e-05
89,4.2973750523964466e-05
90,3.0446209953746493e-05
91,1.9878669086099807e-05
92,1.342593613139243e-05
93,8.353759678756455e-06
94,5.297400603899959e-06
95,2.6132977548447186e-06
96,1.6714858114627111e-06
97,9.68599473841406e-07
98,5.872042016207848e-07
99,1.0444898634887068e-07
